machine,modele,quantification,prompt,classe,n_caracteres,max_tokens,run,tokens,duree_s,energie_kWh,joules,joules_pmic,joules_pmic_cpu,w_moyen_pmic
Pi5,SmolLM2-1.7B,Q4_K_M,Does cognitive empathy exist?,court,29,16,1,0,0.19,1.519038324388071e-06,5.5,0.0,0.0,0.0
Pi5,SmolLM2-1.7B,Q4_K_M,Does cognitive empathy exist?,court,29,16,2,0,0.17,1.5006947303278132e-06,5.4,0.0,0.0,0.0
Pi5,SmolLM2-1.7B,Q4_K_M,Does cognitive empathy exist?,court,29,16,3,0,0.2,1.5376916089507027e-06,5.5,0.0,0.0,0.0
Pi5,SmolLM2-1.7B,Q4_K_M,Generate a movie review,court,23,16,1,16,1.65,4.159654552679804e-06,15.0,9.6,6.7,6.03
Pi5,SmolLM2-1.7B,Q4_K_M,Generate a movie review,court,23,16,2,16,1.68,4.145675141670199e-06,14.9,9.0,6.1,5.67
Pi5,SmolLM2-1.7B,Q4_K_M,Generate a movie review,court,23,16,3,16,1.67,4.152381464150097e-06,14.9,9.0,6.2,5.71
Pi5,SmolLM2-1.7B,Q4_K_M,Identify popular dishes in Mexico.,court,34,16,1,0,0.26,1.6107737794994947e-06,5.8,0.7,0.4,3.2
Pi5,SmolLM2-1.7B,Q4_K_M,Identify popular dishes in Mexico.,court,34,16,2,0,0.22,1.5560622509790954e-06,5.6,0.0,0.0,0.0
Pi5,SmolLM2-1.7B,Q4_K_M,Identify popular dishes in Mexico.,court,34,16,3,0,0.26,1.6081807348590364e-06,5.8,0.5,0.2,2.37
Pi5,SmolLM2-1.7B,Q4_K_M,What is unique about a hyperbole?,court,33,16,1,0,0.25,1.6041520757221406e-06,5.8,1.1,0.7,4.95
Pi5,SmolLM2-1.7B,Q4_K_M,What is unique about a hyperbole?,court,33,16,2,0,0.27,1.6265842943880167e-06,5.9,1.3,0.9,5.67
Pi5,SmolLM2-1.7B,Q4_K_M,What is unique about a hyperbole?,court,33,16,3,0,0.25,1.6020148175797804e-06,5.8,1.7,1.3,7.7
Pi5,SmolLM2-1.7B,Q4_K_M,Write an emergency response plan,court,32,16,1,5,0.71,2.1810295166668664e-06,7.9,3.8,2.6,5.61
Pi5,SmolLM2-1.7B,Q4_K_M,Write an emergency response plan,court,32,16,2,5,0.7,2.1795758335792487e-06,7.8,3.7,2.5,5.5
Pi5,SmolLM2-1.7B,Q4_K_M,Write an emergency response plan,court,32,16,3,5,0.71,2.184734012023875e-06,7.9,3.7,2.5,5.37
Pi5,SmolLM2-1.7B,Q4_K_M,Generate a quiz about physics.,court,30,16,1,0,0.26,1.6067542079702386e-06,5.8,0.9,0.6,4.04
Pi5,SmolLM2-1.7B,Q4_K_M,Generate a quiz about physics.,court,30,16,2,0,0.25,1.605165168888915e-06,5.8,1.1,0.7,4.72
Pi5,SmolLM2-1.7B,Q4_K_M,Generate a quiz about physics.,court,30,16,3,0,0.26,1.6075364178497432e-06,5.8,1.3,0.9,5.59
Pi5,SmolLM2-1.7B,Q4_K_M,Develop a metaphor for hope.,court,28,16,1,0,0.22,1.5550449778935166e-06,5.6,0.0,0.0,0.0
Pi5,SmolLM2-1.7B,Q4_K_M,Develop a metaphor for hope.,court,28,16,2,0,0.26,1.6110064110585355e-06,5.8,0.8,0.4,3.31
Pi5,SmolLM2-1.7B,Q4_K_M,Develop a metaphor for hope.,court,28,16,3,0,0.21,1.5526241451114704e-06,5.6,0.0,0.0,0.0
Pi5,SmolLM2-1.7B,Q4_K_M,"Summarize the poem ""Beat! Beat! Drums!""",court,39,16,1,7,1.12,2.7276139848231134e-06,9.8,5.7,4.0,6.28
Pi5,SmolLM2-1.7B,Q4_K_M,"Summarize the poem ""Beat! Beat! Drums!""",court,39,16,2,7,1.11,2.7114963634815516e-06,9.8,5.3,3.7,5.83
Pi5,SmolLM2-1.7B,Q4_K_M,"Summarize the poem ""Beat! Beat! Drums!""",court,39,16,3,7,1.13,2.7278345530865547e-06,9.8,5.6,4.0,6.14
Pi5,SmolLM2-1.7B,Q4_K_M,Describe the primary colors.,court,28,16,1,0,0.19,1.525887056520613e-06,5.5,0.0,0.0,0.0
Pi5,SmolLM2-1.7B,Q4_K_M,Describe the primary colors.,court,28,16,2,0,0.17,1.4970104053076307e-06,5.4,0.0,0.0,0.0
Pi5,SmolLM2-1.7B,Q4_K_M,Describe the primary colors.,court,28,16,3,0,0.2,1.5371706405822654e-06,5.5,0.0,0.0,0.0
Pi5,SmolLM2-1.7B,Q4_K_M,Name two first aid treatments for a cut.,court,40,16,1,0,0.25,1.6013961555402208e-06,5.8,1.6,1.2,6.85
Pi5,SmolLM2-1.7B,Q4_K_M,Name two first aid treatments for a cut.,court,40,16,2,0,0.27,1.629257900110992e-06,5.9,1.3,0.9,5.68
Pi5,SmolLM2-1.7B,Q4_K_M,Name two first aid treatments for a cut.,court,40,16,3,0,0.26,1.6069676438886139e-06,5.8,1.3,0.9,5.71
Pi5,SmolLM2-1.7B,Q4_K_M,Write one sentence about handwashing.,court,37,16,1,0,0.28,1.633563994575181e-06,5.9,1.4,1.0,6.12
Pi5,SmolLM2-1.7B,Q4_K_M,Write one sentence about handwashing.,court,37,16,2,0,0.27,1.6257742074956052e-06,5.9,1.6,1.2,6.99
Pi5,SmolLM2-1.7B,Q4_K_M,Write one sentence about handwashing.,court,37,16,3,0,0.26,1.6121126516662922e-06,5.8,1.5,1.0,6.49
Pi5,SmolLM2-1.7B,Q4_K_M,Who is Samantha Andrews?,court,24,16,1,0,0.18,1.5154492649996631e-06,5.5,0.0,0.0,0.0
Pi5,SmolLM2-1.7B,Q4_K_M,Who is Samantha Andrews?,court,24,16,2,0,0.18,1.5091020539815153e-06,5.4,0.0,0.0,0.0
Pi5,SmolLM2-1.7B,Q4_K_M,Who is Samantha Andrews?,court,24,16,3,0,0.19,1.519774286739478e-06,5.5,0.0,0.0,0.0
Pi5,SmolLM2-1.7B,Q4_K_M,What year did WW2 start?,court,24,16,1,0,0.26,1.6101256496541824e-06,5.8,1.6,1.2,7.17
Pi5,SmolLM2-1.7B,Q4_K_M,What year did WW2 start?,court,24,16,2,0,0.28,1.6429013862044019e-06,5.9,1.1,0.8,4.93
Pi5,SmolLM2-1.7B,Q4_K_M,What year did WW2 start?,court,24,16,3,0,0.26,1.6161104053243446e-06,5.8,1.5,1.1,6.75
Pi5,SmolLM2-1.7B,Q4_K_M,Give 10 features of the sun.,court,28,16,1,0,0.27,1.6266716753325958e-06,5.9,1.5,1.1,6.44
Pi5,SmolLM2-1.7B,Q4_K_M,Give 10 features of the sun.,court,28,16,2,0,0.25,1.6043556445869674e-06,5.8,1.9,1.4,8.22
Pi5,SmolLM2-1.7B,Q4_K_M,Give 10 features of the sun.,court,28,16,3,0,0.27,1.6192540139443535e-06,5.8,1.0,0.6,4.21
Pi5,SmolLM2-1.7B,Q4_K_M,Write a mock newspaper headline.,court,32,16,1,0,0.22,1.5649051473332697e-06,5.6,0.0,0.0,0.0
Pi5,SmolLM2-1.7B,Q4_K_M,Write a mock newspaper headline.,court,32,16,2,0,0.26,1.6128144066736383e-06,5.8,1.0,0.7,4.2
Pi5,SmolLM2-1.7B,Q4_K_M,Write a mock newspaper headline.,court,32,16,3,0,0.21,1.5531290005459049e-06,5.6,0.0,0.0,0.0
Pi5,SmolLM2-1.7B,Q4_K_M,Create a data visualization of the latest COVID-19 cases in the US.,moyen,67,16,1,0,0.4,1.793702228292385e-06,6.5,1.4,1.1,5.95
Pi5,SmolLM2-1.7B,Q4_K_M,Create a data visualization of the latest COVID-19 cases in the US.,moyen,67,16,2,0,0.4,1.7936244774841617e-06,6.5,1.4,1.0,6.06
Pi5,SmolLM2-1.7B,Q4_K_M,Create a data visualization of the latest COVID-19 cases in the US.,moyen,67,16,3,0,0.4,1.7952776561880454e-06,6.5,1.0,0.6,4.43
Pi5,SmolLM2-1.7B,Q4_K_M,"Calculate the price after discount.
Regular price: $100, Discount: 15%",moyen,70,16,1,16,2.21,4.723180081431155e-06,17.0,13.1,9.5,6.28
Pi5,SmolLM2-1.7B,Q4_K_M,"Calculate the price after discount.
Regular price: $100, Discount: 15%",moyen,70,16,2,16,2.08,4.5307864179138495e-06,16.3,11.2,7.8,5.47
Pi5,SmolLM2-1.7B,Q4_K_M,"Calculate the price after discount.
Regular price: $100, Discount: 15%",moyen,70,16,3,16,2.09,4.5304074807136616e-06,16.3,12.1,8.7,6.02
Pi5,SmolLM2-1.7B,Q4_K_M,"Parse the given sentence grammatically.
The small jar sat on the shelf.",moyen,71,16,1,0,0.39,1.7775239055177986e-06,6.4,1.4,1.1,5.96
Pi5,SmolLM2-1.7B,Q4_K_M,"Parse the given sentence grammatically.
The small jar sat on the shelf.",moyen,71,16,2,0,0.41,1.7989893968887778e-06,6.5,1.7,1.4,7.6
Pi5,SmolLM2-1.7B,Q4_K_M,"Parse the given sentence grammatically.
The small jar sat on the shelf.",moyen,71,16,3,0,0.44,1.8412498645091044e-06,6.6,0.8,0.5,3.71
Pi5,SmolLM2-1.7B,Q4_K_M,"Rewrite the given program in Java.
a = 4
b = 5
c = a + b
print(c)",moyen,65,16,1,0,0.73,2.2120645751665e-06,8.0,4.3,3.3,6.32
Pi5,SmolLM2-1.7B,Q4_K_M,"Rewrite the given program in Java.
a = 4
b = 5
c = a + b
print(c)",moyen,65,16,2,0,0.72,2.193302673832831e-06,7.9,5.0,4.0,7.35
Pi5,SmolLM2-1.7B,Q4_K_M,"Rewrite the given program in Java.
a = 4
b = 5
c = a + b
print(c)",moyen,65,16,3,0,0.72,2.1984303306110433e-06,7.9,4.9,3.8,7.16
Pi5,SmolLM2-1.7B,Q4_K_M,"Based on the input, provide the correct spelling of the word.
ambigious",moyen,71,16,1,4,0.8,2.3061297772523004e-06,8.3,4.2,3.1,6.09
Pi5,SmolLM2-1.7B,Q4_K_M,"Based on the input, provide the correct spelling of the word.
ambigious",moyen,71,16,2,4,0.82,2.3243549157869167e-06,8.4,4.5,3.4,6.56
Pi5,SmolLM2-1.7B,Q4_K_M,"Based on the input, provide the correct spelling of the word.
ambigious",moyen,71,16,3,4,0.84,2.3474480832799183e-06,8.5,3.3,2.1,4.81
Pi5,SmolLM2-1.7B,Q4_K_M,Construct a query that returns information about the Eiffel Tower.,moyen,66,16,1,0,0.33,1.6980450991668476e-06,6.1,1.4,1.0,6.22
Pi5,SmolLM2-1.7B,Q4_K_M,Construct a query that returns information about the Eiffel Tower.,moyen,66,16,2,0,0.32,1.6861741580508035e-06,6.1,1.2,0.9,5.44
Pi5,SmolLM2-1.7B,Q4_K_M,Construct a query that returns information about the Eiffel Tower.,moyen,66,16,3,0,0.29,1.6500489411116883e-06,5.9,1.7,1.3,7.55
Pi5,SmolLM2-1.7B,Q4_K_M,"Create a set from the given input and find its size.
[1, 2, 3, 2, 4, 2]",moyen,71,16,1,0,0.77,2.25913062849976e-06,8.1,5.0,4.0,7.38
Pi5,SmolLM2-1.7B,Q4_K_M,"Create a set from the given input and find its size.
[1, 2, 3, 2, 4, 2]",moyen,71,16,2,0,0.75,2.2435582538325636e-06,8.1,4.4,3.3,6.45
Pi5,SmolLM2-1.7B,Q4_K_M,"Create a set from the given input and find its size.
[1, 2, 3, 2, 4, 2]",moyen,71,16,3,0,0.76,2.2520461746108194e-06,8.1,5.0,4.0,7.42
Pi5,SmolLM2-1.7B,Q4_K_M,"What are the different types of characters in the given play?
Macbeth",moyen,69,16,1,11,1.53,3.953438231902394e-06,14.2,8.6,6.2,6.28
Pi5,SmolLM2-1.7B,Q4_K_M,"What are the different types of characters in the given play?
Macbeth",moyen,69,16,2,11,1.56,4.019716876012301e-06,14.5,9.0,6.4,6.16
Pi5,SmolLM2-1.7B,Q4_K_M,"What are the different types of characters in the given play?
Macbeth",moyen,69,16,3,11,1.53,3.952343900869653e-06,14.2,8.2,5.8,5.99
Pi5,SmolLM2-1.7B,Q4_K_M,"Find the x-intercept of the line given by the equation.
y = 4x + 10",moyen,67,16,1,0,0.61,2.055450079610586e-06,7.4,3.2,2.4,6.95
Pi5,SmolLM2-1.7B,Q4_K_M,"Find the x-intercept of the line given by the equation.
y = 4x + 10",moyen,67,16,2,0,0.58,2.0237566340000136e-06,7.3,3.2,2.6,7.07
Pi5,SmolLM2-1.7B,Q4_K_M,"Find the x-intercept of the line given by the equation.
y = 4x + 10",moyen,67,16,3,0,0.59,2.038421048222012e-06,7.3,3.2,2.5,7.06
Pi5,SmolLM2-1.7B,Q4_K_M,"Identify the most suitable adverb for the following sentence
She works",moyen,70,16,1,2,0.51,1.9281264766669767e-06,6.9,2.6,1.8,5.68
Pi5,SmolLM2-1.7B,Q4_K_M,"Identify the most suitable adverb for the following sentence
She works",moyen,70,16,2,2,0.52,1.943245902529548e-06,7.0,3.2,2.5,6.95
Pi5,SmolLM2-1.7B,Q4_K_M,"Identify the most suitable adverb for the following sentence
She works",moyen,70,16,3,2,0.52,1.9414325390551615e-06,7.0,3.0,2.2,6.51
Pi5,SmolLM2-1.7B,Q4_K_M,"Generate a sentence using the words ""caffeine"", ""hunter"", and ""monday"".",moyen,71,16,1,0,0.58,2.0235086377675737e-06,7.3,2.1,1.4,4.62
Pi5,SmolLM2-1.7B,Q4_K_M,"Generate a sentence using the words ""caffeine"", ""hunter"", and ""monday"".",moyen,71,16,2,0,0.51,1.9253851452694438e-06,6.9,3.0,2.4,6.62
Pi5,SmolLM2-1.7B,Q4_K_M,"Generate a sentence using the words ""caffeine"", ""hunter"", and ""monday"".",moyen,71,16,3,0,0.5,1.9158641688163553e-06,6.9,3.6,2.9,7.79
Pi5,SmolLM2-1.7B,Q4_K_M,"Sort the given words from most to least serious
Sneeze, trip, shout",moyen,67,16,1,16,1.96,4.607072709100786e-06,16.6,11.6,8.2,6.08
Pi5,SmolLM2-1.7B,Q4_K_M,"Sort the given words from most to least serious
Sneeze, trip, shout",moyen,67,16,2,16,1.95,4.602733863858206e-06,16.6,10.6,7.4,5.88
Pi5,SmolLM2-1.7B,Q4_K_M,"Sort the given words from most to least serious
Sneeze, trip, shout",moyen,67,16,3,16,1.98,4.646957661429923e-06,16.7,10.7,7.6,6.0
Pi5,SmolLM2-1.7B,Q4_K_M,Come up with at least 5 ways to use deep learning in healthcare.,moyen,64,16,1,0,0.42,1.8104706478892086e-06,6.5,1.4,1.1,6.05
Pi5,SmolLM2-1.7B,Q4_K_M,Come up with at least 5 ways to use deep learning in healthcare.,moyen,64,16,2,0,0.42,1.8193452363843938e-06,6.5,1.7,1.3,7.26
Pi5,SmolLM2-1.7B,Q4_K_M,Come up with at least 5 ways to use deep learning in healthcare.,moyen,64,16,3,0,0.42,1.8192247512224639e-06,6.5,1.8,1.5,7.98
Pi5,SmolLM2-1.7B,Q4_K_M,Describe the concept of artificial intelligence in your own words.,moyen,66,16,1,0,0.34,1.719759245333181e-06,6.2,1.5,1.1,6.5
Pi5,SmolLM2-1.7B,Q4_K_M,Describe the concept of artificial intelligence in your own words.,moyen,66,16,2,0,0.31,1.6810787424448347e-06,6.1,1.5,1.1,6.78
Pi5,SmolLM2-1.7B,Q4_K_M,Describe the concept of artificial intelligence in your own words.,moyen,66,16,3,0,0.34,1.7201727085000838e-06,6.2,2.0,1.6,8.49
Pi5,SmolLM2-1.7B,Q4_K_M,Follow the given example and create a poem about a passionate sunset.,moyen,69,16,1,0,0.35,1.7262064029397015e-06,6.2,1.5,1.1,6.47
Pi5,SmolLM2-1.7B,Q4_K_M,Follow the given example and create a poem about a passionate sunset.,moyen,69,16,2,0,0.32,1.6905641983249971e-06,6.1,1.7,1.3,7.36
Pi5,SmolLM2-1.7B,Q4_K_M,Follow the given example and create a poem about a passionate sunset.,moyen,69,16,3,0,0.36,1.7387855877777839e-06,6.3,1.1,0.8,4.96
Pi5,SmolLM2-1.7B,Q4_K_M,"Create three subheadings that could be used to divide the news article.
Tesla announced plans to develop a new battery technology that will increase the range of electric vehicles.",long,180,16,1,16,2.39,5.220096906469484e-06,18.8,13.5,9.8,5.98
Pi5,SmolLM2-1.7B,Q4_K_M,"Create three subheadings that could be used to divide the news article.
Tesla announced plans to develop a new battery technology that will increase the range of electric vehicles.",long,180,16,2,16,2.39,5.209483598230546e-06,18.8,13.4,9.6,5.69
Pi5,SmolLM2-1.7B,Q4_K_M,"Create three subheadings that could be used to divide the news article.
Tesla announced plans to develop a new battery technology that will increase the range of electric vehicles.",long,180,16,3,16,2.38,5.209800717264389e-06,18.8,15.3,11.5,6.5
Pi5,SmolLM2-1.7B,Q4_K_M,"Given a string word and a dictionary of words, determine whether the word is a valid word.
String word: ""hello""
Dictionary of words: { ""hi"", ""bye"", ""hello"", ""world"" }",long,166,16,1,16,2.56,6.002364376569075e-06,21.6,15.0,10.8,6.01
Pi5,SmolLM2-1.7B,Q4_K_M,"Given a string word and a dictionary of words, determine whether the word is a valid word.
String word: ""hello""
Dictionary of words: { ""hi"", ""bye"", ""hello"", ""world"" }",long,166,16,2,16,2.55,5.957820770052436e-06,21.4,15.5,11.6,6.57
Pi5,SmolLM2-1.7B,Q4_K_M,"Given a string word and a dictionary of words, determine whether the word is a valid word.
String word: ""hello""
Dictionary of words: { ""hi"", ""bye"", ""hello"", ""world"" }",long,166,16,3,16,2.57,6.063573292764106e-06,21.8,15.1,11.0,6.06
Pi5,SmolLM2-1.7B,Q4_K_M,"Given the following conditions, formulate a hypothesis.
Temperature, humidity, and precipitation levels are higher during the summer than the winter.",long,149,16,1,0,0.64,2.098072473076135e-06,7.6,2.9,2.2,6.4
Pi5,SmolLM2-1.7B,Q4_K_M,"Given the following conditions, formulate a hypothesis.
Temperature, humidity, and precipitation levels are higher during the summer than the winter.",long,149,16,2,0,0.68,2.150340566738536e-06,7.7,2.7,2.0,5.69
Pi5,SmolLM2-1.7B,Q4_K_M,"Given the following conditions, formulate a hypothesis.
Temperature, humidity, and precipitation levels are higher during the summer than the winter.",long,149,16,3,0,0.65,2.113146847626676e-06,7.6,2.9,2.2,6.32
Pi5,SmolLM2-1.7B,Q4_K_M,"Make an assumption based on the following data.
90% of surveyed software developers work more than 8 hours a day, while only 10% work less than 8 hours a day",long,157,16,1,1,1.03,2.5939692058241834e-06,9.3,5.2,3.6,5.69
Pi5,SmolLM2-1.7B,Q4_K_M,"Make an assumption based on the following data.
90% of surveyed software developers work more than 8 hours a day, while only 10% work less than 8 hours a day",long,157,16,2,1,1.04,2.604564980550591e-06,9.4,7.0,5.2,6.95
Pi5,SmolLM2-1.7B,Q4_K_M,"Make an assumption based on the following data.
90% of surveyed software developers work more than 8 hours a day, while only 10% work less than 8 hours a day",long,157,16,3,1,1.01,2.5670609395332147e-06,9.2,4.8,3.8,7.1
Pi5,SmolLM2-1.7B,Q4_K_M,"Given the following details, write a short paragraph about a vacation destination.
Destination: Mexico 
Time of Year: Summer 
Activities: Swimming, fishing, snorkeling, zip-lining",long,179,16,1,0,0.94,2.475066949299633e-06,8.9,5.7,4.4,6.3
Pi5,SmolLM2-1.7B,Q4_K_M,"Given the following details, write a short paragraph about a vacation destination.
Destination: Mexico 
Time of Year: Summer 
Activities: Swimming, fishing, snorkeling, zip-lining",long,179,16,2,0,0.91,2.4446976052547665e-06,8.8,4.5,3.5,6.6
Pi5,SmolLM2-1.7B,Q4_K_M,"Given the following details, write a short paragraph about a vacation destination.
Destination: Mexico 
Time of Year: Summer 
Activities: Swimming, fishing, snorkeling, zip-lining",long,179,16,3,0,0.92,2.4526519215559245e-06,8.8,5.8,4.6,7.39
Pi5,SmolLM2-1.7B,Q4_K_M,"Generate a random password with 8 characters containing at least one number, one special character, one capital letter and one lowercase letter.",long,144,16,1,0,0.66,2.119048448888306e-06,7.6,3.2,2.5,7.08
Pi5,SmolLM2-1.7B,Q4_K_M,"Generate a random password with 8 characters containing at least one number, one special character, one capital letter and one lowercase letter.",long,144,16,2,0,0.64,2.1016896029764552e-06,7.6,3.0,2.3,6.76
Pi5,SmolLM2-1.7B,Q4_K_M,"Generate a random password with 8 characters containing at least one number, one special character, one capital letter and one lowercase letter.",long,144,16,3,0,0.64,2.1008153969679454e-06,7.6,3.2,2.6,6.97
Pi5,SmolLM2-1.7B,Q4_K_M,"Edit the following to make it suitable for school-aged children.
Bob and Bill were arguing over who was the best player on the basketball team.",long,143,16,1,16,2.24,4.812660800658665e-06,17.3,13.1,9.8,6.44
Pi5,SmolLM2-1.7B,Q4_K_M,"Edit the following to make it suitable for school-aged children.
Bob and Bill were arguing over who was the best player on the basketball team.",long,143,16,2,16,2.23,4.781991182912311e-06,17.2,13.0,9.5,6.37
Pi5,SmolLM2-1.7B,Q4_K_M,"Edit the following to make it suitable for school-aged children.
Bob and Bill were arguing over who was the best player on the basketball team.",long,143,16,3,16,2.25,4.836079797848026e-06,17.4,12.7,9.3,6.22
Pi5,SmolLM2-1.7B,Q4_K_M,"Given a description of a situation, provide an appropriate ethical judgement.
A chef was not happy with the performance of a waiter, so he yelled and cursed at him in front of other people.",long,189,16,1,0,0.95,2.4993096006108624e-06,9.0,6.3,4.8,6.86
Pi5,SmolLM2-1.7B,Q4_K_M,"Given a description of a situation, provide an appropriate ethical judgement.
A chef was not happy with the performance of a waiter, so he yelled and cursed at him in front of other people.",long,189,16,2,0,0.98,2.5279075534994667e-06,9.1,7.0,5.5,7.62
Pi5,SmolLM2-1.7B,Q4_K_M,"Given a description of a situation, provide an appropriate ethical judgement.
A chef was not happy with the performance of a waiter, so he yelled and cursed at him in front of other people.",long,189,16,3,0,0.95,2.4999049853335135e-06,9.0,6.5,5.0,7.13
Pi5,SmolLM2-1.7B,Q4_K_M,"Rewrite this poem to make it more vivid and interesting.
Once I had a house
where I made a thousand memories
It served me well
but now I'm gone",long,143,16,1,16,2.4,5.315981970705864e-06,19.1,13.3,9.2,5.63
Pi5,SmolLM2-1.7B,Q4_K_M,"Rewrite this poem to make it more vivid and interesting.
Once I had a house
where I made a thousand memories
It served me well
but now I'm gone",long,143,16,2,16,2.39,5.256089863556149e-06,18.9,13.3,9.3,5.85
Pi5,SmolLM2-1.7B,Q4_K_M,"Rewrite this poem to make it more vivid and interesting.
Once I had a house
where I made a thousand memories
It served me well
but now I'm gone",long,143,16,3,16,2.41,5.353452601175711e-06,19.3,14.0,10.0,5.92
Pi5,SmolLM2-1.7B,Q4_K_M,"Categorize the following text into one of the genres: Comedy, Thriller, Romance, or Drama.
Two kids from very different backgrounds meet in summer camp and form an unlikely friendship.",long,184,16,1,0,0.94,2.4859137545715913e-06,8.9,4.8,3.8,6.99
